Year;Mileage;Price
2020;50613;38
2019;5587;38
2014;601;38
2019;21976;38
2022;7734;38
2023;0;38
2019;14737;38
2020;2787;38
2021;13052;38
2020;33263;38
2019;27328;38
2018;3095;38
2021;5853;38
2021;14664;38
2019;102092;38
2021;17911;38
2017;253;38
2019;28668;38
2022;3059;38
2020;14093;38
2014;372;38
2021;16323;38
2022;5271;38
2020;50652;38
2016;87864;38
2021;5219;38
2019;21909;38
2019;20171;38
2016;56894;38
2018;58306;38
2018;58306;38
2019;28788;38
2021;1742;38
2019;28788;38
2021;1742;38
2020;15914;38
2019;36284;38
2020;23502;38
2021;2333;38
2021;27032;38
2018;38397;38
2018;29482;38
2019;39173;38
2019;24665;38
2021;21226;38
1999;108331;38
2021;1773;38
2014;91822;38
2019;30526;38
2003;39505;38
2015;50241;39
2021;10266;39
2022;7287;39
2022;0;39
2022;7621;39
2021;3553;39
2022;9209;39
2015;26401;39
2023;1208;39
2022;0;39
2021;38866;39
2023;7414;39
2022;4615;39
2020;57558;39
2020;41012;39
2015;61255;39
2016;69817;39
2020;17493;39
2020;45509;39
2021;20916;39
2018;28469;39
2019;30093;39
2017;65111;39
2020;35889;39
2020;39851;39
2018;70;39
2019;61054;39
2021;4994;39
2019;3506;39
2021;20558;39
2019;24214;39
2021;2711;39
2020;43893;39
2019;29451;39
2019;52696;39
2020;23146;39
2023;0;39
2021;21503;39
2019;25702;39
2021;18;39
2022;14;39
2021;17604;39
2016;61499;39
2018;110104;39
2020;38052;39
2019;73968;39
2021;2327;39
2020;2067;39
2020;39736;39
2021;3482;39
2021;29406;39
2015;87896;39
2020;35893;39
2020;34147;39
2020;62271;39
2020;12604;39
2018;25825;39
2021;7205;39
2020;17628;39
2020;21233;39
2019;24216;39
2020;10795;39
2020;26617;39
2020;2587;39
2013;63804;39
2019;15742;39
2020;26221;39
2008;165001;39
2003;65764;39
2020;23173;40
2022;0;40
2022;0;40
2013;43855;40
2021;3502;40
2019;45613;40
2021;15634;40
2022;0;40
2018;211;40
2022;0;40
2022;18657;40
2022;0;40
2006;795;40
2022;0;40
2019;53634;40
2013;428;40
2021;17032;40
2021;18438;40
2021;19874;40
2018;3895;40
2022;97;40
2022;5491;40
2019;14246;40
2022;0;40
2020;56541;40
2021;14561;40
2021;12295;40
2016;3015;40
2019;26353;40
2019;34777;40
2020;26328;40
2019;5244;40
2023;0;40
2006;15747;40
2019;79105;40
2021;25372;40
2022;21;40
2021;18407;40
2016;76;40
2020;49567;40
2020;62;40
2022;0;40
2015;47115;40
2019;45735;40
2021;12454;40
2016;5745;40
2019;32324;40
2022;4411;40
2020;32719;40
2019;605;40
2020;9278;40
2021;35417;40
2022;20847;40
2021;50846;40
2020;73952;40
2021;34974;40
2019;4938;40
2020;2794;40
2017;9845;40
2022;7075;40
2020;41495;40
2019;26194;40
2018;74399;40
2019;44534;40
2019;44534;40
2018;17989;40
2020;269;40
2020;338;40
2019;54633;40
2022;0;40
2021;29001;40
2021;2218;40
2018;2686;40
2020;43231;40
2015;761;40
2021;4725;40
2016;563;40
2022;7126;40
2021;7258;40
2021;11205;40
2016;143;40
2022;6859;40
2018;50402;40
2018;33;40
2020;21185;40
2021;37;40
2018;36517;40
2014;78576;40
2017;6626;41
2022;13628;41
2020;3587;41
2020;21613;41
2022;0;41
2021;12832;41
2019;22915;41
2019;34464;41
2019;47481;41
2022;0;41
2019;44476;41
2020;44913;41
2018;40;41
2021;20314;41
2018;33527;41
2015;44519;41
2022;0;41
2022;0;41
2019;40819;41
2020;59247;41
2020;23177;41
2023;0;41
2021;11292;41
2019;41209;41
2017;92715;41
2020;37854;41
2021;19872;41
2021;43793;41
2020;48625;41
2020;4825;41
2019;9141;41
2018;39812;41
2019;28945;41
2021;17272;41
2023;0;41
2020;18656;41
2019;26264;41
2020;13;41
2018;23235;41
2020;32183;41
2022;13656;41
2019;17584;41
2020;36672;41
2022;6814;41
2019;28009;41
2019;21;41
2021;15263;41
2022;1693;41
2022;499;41
2021;32262;41
2015;54598;41
2021;6531;41
2021;2342;41
2019;3545;41
2022;13402;41
2022;0;41
2020;22689;41
2017;16572;41
2016;73438;41
2022;218;41
2019;23743;41
2020;22;41
2013;92834;41
2021;36;41
2023;0;41
2022;6076;41
2019;23998;41
2019;27915;41
2023;0;41
2021;36407;41
2017;38477;41
2022;10556;41
2019;298;42
2020;7436;42
2022;0;42
2021;62377;42
2020;34;42
2023;4863;42
2008;38604;42
2023;0;42
2022;0;42
2020;34214;42
2016;92718;42
2022;0;42
2021;9209;42
2022;0;42
2019;51962;42
1980;37022;42
2020;28024;42
2020;1779;42
2016;70924;42
2016;88142;42
2020;37019;42
2020;62457;42
2022;3074;42
2019;3537;42
2021;39159;42
2021;668;42
2019;52276;42
2022;0;42
2022;11939;42
2017;54335;42
2021;38795;42
2023;0;42
2016;483;42
2017;56438;42
2019;2458;42
2021;30331;42
2023;0;42
2020;14348;42
2021;401;42
2020;15125;42
2019;21988;42
2022;0;42
2020;50249;42
2023;0;42
2017;773;42
2020;15963;42
2021;475;42
2023;0;42
2017;51477;42
2021;27229;42
1980;80121;42
2023;500;42
2019;16156;42
2020;394;42
2020;394;42
2022;10946;42
2020;23307;42
2021;27637;42
2022;0;42
2019;18798;42
2022;75;42
2018;5205;42
2020;17852;42
2019;41302;42
2022;0;42
2020;35902;43
2022;18915;43
2020;3333;43
2023;0;43
2023;0;43
2023;0;43
2022;0;43
2023;0;43
2020;26397;43
2022;11963;43
2019;27902;43
2020;22517;43
2015;7743;43
2016;73;43
2021;50;43
2019;53961;43
2022;0;43
2020;35812;43
2022;7372;43
2014;4152;43
2023;0;43
2017;43751;43
2022;0;43
2022;6294;43
2023;0;43
2006;54;43
2019;28993;43
2019;63;43
2004;47975;43
2021;20608;43
2021;31984;43
2021;23496;43
2021;14077;43
2021;21566;43
2021;1735;43
2015;89146;43
2020;23676;43
2023;900;43
2019;3247;43
2018;62611;43
2022;941;43
2022;1317;43
2022;7843;43
2020;24691;43
2021;25782;43
2016;67969;43
2021;195;43
2022;991;43
2015;474;43
2021;183;43
2020;27508;43
2015;115481;43
2016;30805;43
2022;1469;43
2020;50985;43
2021;19886;43
2019;8173;44
2023;0;44
2022;0;44
2021;16959;44
2021;7034;44
2023;900;44
2019;54;44
2022;0;44
2022;20884;44
2020;58134;44
2021;82428;44
2015;60622;44
2015;4543;44
2019;15977;44
2021;22739;44
2022;30067;44
2022;223;44
2014;391;44
2017;225;44
2022;15756;44
2023;0;44
2022;10974;44
2021;35689;44
2020;20661;44
2017;55303;44
2018;52769;44
2021;15669;44
2019;80713;44
2022;6161;44
2022;29;44
2019;25483;44
2016;98258;44
2014;356;44
2016;74048;44
2020;67153;44
2023;0;44
2006;133465;44
2006;133465;44
2020;28587;44
2021;35663;44
2019;22465;44
2021;525;44
2021;22321;44
2021;5176;44
2019;23108;44
2021;17219;44
2021;23179;44
2020;30594;44
2019;66559;44
2019;197;44
2020;25842;44
2020;24548;44
2021;20725;44
2017;76642;45
2023;0;45
2016;84053;45
2021;30538;45
2015;23118;45
2022;0;45
2023;0;45
2017;29751;45
2019;25048;45
2013;51;45
2022;2123;45
2022;1168;45
2022;8373;45
2021;2788;45
2020;463;45
2015;59147;45
2001;37957;45
2021;21282;45
2022;7841;45
2009;191921;45
2022;29722;45
2007;145489;45
2016;57;45
2021;42263;45
2019;4834;45
2023;219;45
2021;13259;45
2022;0;45
2023;0;45
2022;9876;45
2019;59222;45
2020;14341;45
2019;6485;45
2021;14251;45
2021;12506;45
2020;22275;45
2022;164;45
2022;1106;45
2018;62229;45
2002;164504;45
2002;164504;45
2021;185;45
2019;15411;45
2018;575;45
2018;38331;45
2021;28898;45
2020;10217;45
2021;28;45
2021;6881;45
2021;17129;45
2020;3277;45
2022;5058;45
2003;204846;45
2001;158275;45
2020;2746;45
2020;18;45
2021;209;45
2022;10224;45
2021;8259;45
2021;71267;45
2022;4057;45
2022;14595;45
2020;11798;45
2005;130933;45
2019;52248;45
2001;167601;45
2005;681;45
2023;0;45
2020;2536;45
2011;1636;45
2021;14599;45
2021;2522;45
2023;0;45
2020;30262;45
2023;0;46
2022;0;46
2022;7211;46
2020;41;46
2020;16694;46
2020;30978;46
2014;83424;46
2003;34393;46
2019;27872;46
2017;293;46
2021;56073;46
2019;61886;46
2023;436;46
2021;3112;46
2022;20265;46
2016;151822;46
2019;29985;46
2016;92681;46
2021;13529;46
2016;113;46
2023;36;46
2022;2309;46
2021;27893;46
2019;49541;46
2023;0;46
2021;14522;46
2022;50969;46
2020;13354;46
2018;45216;46
2020;28312;46
2021;27;46
2015;28996;46
2018;29;46
2018;35588;46
2020;16315;46
2021;42708;46
2023;0;46
2021;8455;47
2022;18008;47
2022;14655;47
2021;39975;47
2013;33132;47
2022;0;47
2019;73737;47
2021;41606;47
2022;17239;47
2019;255;47
2020;38664;47
2022;0;47
2020;42593;47
2016;51467;47
2022;9;47
2020;57565;47
2016;71281;47
2022;11011;47
2020;23988;47
2017;41778;47
2022;5123;47
2021;66071;47
2020;18007;47
2022;116;47
2021;32322;47
2019;74207;47
2022;10785;47
2021;39;47
2021;7285;47
2022;1982;47
2021;41479;47
2018;77453;47
2021;7229;47
2003;134;47
2021;12098;47
2020;2221;47
2021;1751;47
2021;4094;47
2020;7354;47
2022;15;47
2018;4102;47
2022;11961;47
2016;82741;47
2018;6;47
2021;8216;47
2022;10081;48
2017;51034;48
2022;30193;48
2022;0;48
2020;9068;48
2020;23;48
2017;1517;48
2022;7016;48
2021;32925;48
2019;74927;48
2020;34795;48
2020;9508;48
2008;138765;48
2020;25873;48
2022;3272;48
2020;9852;48
2022;0;48
2020;5391;48
2021;0;48
2022;9115;48
2023;0;48
2019;43054;48
2021;24654;48
2022;85;48
2021;13102;48
2021;25;48
2021;31712;48
2019;34303;48
2020;27816;48
2023;396;48
2021;4281;48
2021;1134;48
2019;10001;48
2021;32568;48
2019;11;48
2020;2551;48
2022;1277;48
2022;6442;48
2021;23242;48
2021;23242;48
2021;29507;48
2021;9639;48
2017;37587;48
2022;9993;48
2007;192156;48
2021;30638;48
2021;128;48
2021;13177;48
2021;13177;48
2023;0;49
2022;0;49
2021;19859;49
2022;0;49
2018;22136;49
2022;0;49
2022;0;49
2021;31026;49
2021;11542;49
2022;10295;49
2000;22752;49
2015;48408;49
2021;35315;49
2020;23496;49
2022;0;49
2019;43359;49
2008;245022;49
2009;133997;49
2007;68;49
2022;0;49
2016;70528;49
2023;0;49
2022;10526;49
2013;214685;49
2022;0;49
2018;31378;49
2022;9;49
2021;10469;49
2023;0;49
2009;149351;49
2021;163;49
2022;8786;49
2003;131;49
2021;2115;49
2022;2497;49
2022;2497;49
2022;45;49
2020;25;49
2020;6712;49
2021;33307;49
2008;157569;49
2021;5092;49
2021;9801;49
2021;24077;50
2022;0;50
2018;59809;50
2021;19205;50
2022;0;50
2021;4949;50
2021;21693;50
2018;12598;50
2019;3483;50
2022;22751;50
2019;48498;50
2023;0;50
2021;7697;50
2022;0;50
2023;0;50
2019;51234;50
2022;4992;50
2021;12653;50
2016;29627;50
2022;28193;50
2018;65;50
2021;25876;50
2023;0;50
2022;7469;50
2021;12283;50
2022;0;50
2019;42366;50
2023;0;50
2018;71657;50
2022;23;50
2021;838;50
2019;40528;50
2019;41338;50
2021;27294;50
2021;22175;50
2019;41084;50
2021;16973;50
2022;14;50
2022;9956;50
2022;29435;50
2022;15034;50
2022;99;50
2015;515;50
2016;785;50
2022;15404;50
2021;29921;50
2017;532;50
2021;19674;50
2020;55124;50
2021;26283;50
2021;59;50
2023;0;50
2022;6378;50
2022;11916;50
2015;50388;50
2023;0;50
2021;9296;50
2019;44232;50
2014;365;50
2022;14688;50
2021;23444;50
2022;14527;51
2022;35;51
2019;18005;51
2021;9638;51
2007;72488;51
2023;0;51
2021;20254;51
2022;16782;51
2005;39664;51
2019;44377;51
2022;5646;51
2022;9302;51
2021;16111;51
2022;115;51
2021;32952;51
2019;26227;51
2021;23285;51
2016;4227;51
2021;1101;51
2022;11;51
2021;11087;51
2023;294;51
2023;294;51
2015;312;51
2022;6822;51
2020;21193;51
2022;0;51
2004;258606;51
2018;39972;51
2022;4962;51
2016;4133;51
2018;38224;52
2018;682;52
2022;4098;52
2017;35377;52
2022;0;52
2021;4864;52
2015;77806;52
2002;1159;52
2020;32;52
2021;46;52
2022;10556;52
2022;0;52
2020;13153;52
2017;489;52
2016;57434;52
2020;37533;52
2003;10;52
2020;36364;52
2021;21208;52
2018;73;52
2021;17609;52
2019;2823;52
2022;12728;52
2022;4342;52
2022;3;52
2022;14863;52
2021;14588;52
2021;10147;52
2022;165;52
2022;25875;52
2020;20765;52
2021;40351;52
2022;95;52
2019;47;52
2017;48;52
2015;67;52
2022;9;52
2022;602;52
2023;0;52
2021;15012;52
2022;6882;52
2022;225;52
2022;16069;52
2018;28104;52
2023;0;53
2023;0;53
2021;29406;53
2017;78847;53
2023;0;53
2022;0;53
2022;75;53
2016;25511;53
2023;0;53
2021;11956;53
2018;25568;53
2021;2728;53
2018;46288;53
2022;13834;53
2019;18743;53
2021;23693;53
2018;26433;53
2019;52906;53
2018;30925;53
2021;19468;53
2022;3989;53
2017;37;53
2018;64617;53
2017;23;53
2022;152;53
2022;0;53
2022;6537;53
2022;3491;54
2022;0;54
2018;52774;54
2021;149;54
2016;16965;54
2022;732;54
2022;99;54
2013;36826;54
2005;1816;54
2022;8612;54
2016;109996;54
2021;221;54
2021;15968;54
2019;22073;54
2022;10297;54
2022;25908;54
2022;7145;54
2021;271;54
2012;851;54
2022;14466;54
2022;2282;54
2022;8262;54
2022;71;54
2020;12287;54
2021;18785;54
2021;16255;54
2023;0;54
2021;58864;54
2022;15605;54
2022;13473;55
2017;49716;55
2022;0;55
2021;13;55
2023;12837;55
2022;0;55
2019;24844;55
2017;449;55
2019;38713;55
2023;0;55
2022;0;55
2022;136;55
2016;76408;55
2022;21198;55
2016;70079;55
2022;41765;55
2022;18794;55
1989;60;55
2019;50679;55
2022;2001;55
2022;319;55
2022;11193;55
2022;921;55
2023;3;55
2022;6569;55
2022;280;55
2021;11535;55
2021;24;55
2022;0;55
2019;16;55
2012;125286;55
2020;36303;55
2008;195328;55
2023;2248;55
2020;4025;55
2021;18184;55
2022;1424;55
2022;1424;55
2021;25837;55
2023;2;55
2019;2165;55
2017;51998;55
2015;57;55
2019;31477;55
2021;1456;55
2000;110999;55
2019;1418;55
1991;4959;55
2021;44053;55
2018;461;55
2007;188475;55
2016;73743;55
2022;2105;55
2020;22;55
2017;39;55
2022;86;55
2018;7775;55
2022;86;55
2022;3;55
2005;259;55
2018;43324;55
2022;16931;55
2020;47883;55
2010;155658;55
2023;2851;56
2022;0;56
2021;10373;56
2022;8488;56
2023;4623;56
2019;41833;56
2017;55204;56
2019;37568;56
2017;50893;56
2022;9063;56
2017;4839;56
2018;64168;56
2022;0;56
2022;14308;56
2020;49289;56
2008;1426;56
2021;63301;56
2022;4256;56
2022;49;56
2023;1125;57
2022;0;57
2022;0;57
2018;45384;57
2022;21899;57
2022;9062;57
2022;9597;57
1988;10577;57
2019;15396;57
2019;25766;57
2017;542;57
2017;65794;57
2021;26656;57
2022;75;57
2022;0;57
2023;1319;57
2022;15042;57
2023;9325;57
2022;875;57
2020;45868;57
2018;482;57
2023;0;57
2019;63027;57
2020;39623;57
2021;26557;57
2021;10823;57
2021;2664;57
2022;16685;57
2023;0;57
2021;6801;57
1983;109524;57
2022;0;58
2017;495;58
2021;3366;58
2002;132251;58
2017;40875;58
2019;3201;58
2016;61655;58
2022;9632;58
2022;4115;58
2023;1233;58
2008;42;58
1997;14789;58
2021;225;58
2022;9825;58
2020;53117;58
2007;116;58
2020;27099;58
2023;0;58
2019;21809;58
2017;19669;58
2021;68696;58
2022;25;58
2006;175;58
2022;115;58
2021;145;58
2020;18889;58
2017;26423;58
2019;6394;58
2018;57;58
2020;22605;58
2018;34595;58
2023;7481;58
2012;120;58
2022;0;59
2012;57216;59
2022;0;59
2018;77047;59
2018;38848;59
2022;784;59
2018;70;59
2021;27834;59
2018;68633;59
2022;9413;59
2014;159539;59
2020;61;59
2023;0;59
2022;4401;59
2016;21;59
2021;145;59
2005;200856;59
2021;3705;59
2021;2123;59
2022;844;59
2022;11363;59
2022;9714;59
2023;0;59
2011;171867;59
2021;14176;59
2022;99;59
2013;188516;59
2006;144386;59
2021;44636;59
2016;33531;59
2012;104233;59
2021;41301;59
2020;16165;59
2006;122837;59
2011;186097;59
2021;11942;59
2020;3064;59
2023;468;59
2022;4553;59
2009;84417;59
2021;44572;59
2022;0;60
2022;0;60
2022;7;60
2020;7142;60
2022;10464;60
2021;6714;60
2019;38832;60
2019;45421;60
2021;43678;60
2018;37087;60
2019;41263;60
2016;71;60
2022;0;60
2018;39;60
2022;7532;60
2023;0;60
1995;4997;60
2022;2325;60
2018;14177;60
2017;32767;60
2020;46042;60
2020;22434;60
2019;71111;60
1998;5719;60
2022;0;60
2022;8823;60
2021;41805;60
2023;0;60
2022;5106;60
2023;0;60
2022;15414;60
2018;46;60
2023;0;60
2023;0;60
2021;14451;61
2017;72739;61
2023;0;61
2017;35056;61
2022;4374;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2017;25685;61
2013;177;61
2015;336;61
2023;0;61
2022;4;61
2022;7161;61
2016;45543;61
2023;0;61
2020;27943;61
2023;0;61
2018;179;61
2023;0;61
2022;2617;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2022;9164;61
2023;0;61
2022;754;61
2023;0;61
2018;96035;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2022;2535;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2021;9584;61
2021;9584;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2023;0;61
2019;43146;61
2023;0;61
2021;49076;61
2020;28914;61
2023;374;62
2022;6782;62
2022;0;62
2018;61973;62
2022;2757;62
2009;121509;62
2022;0;62
2018;15538;62
2019;17293;62
2013;59076;62
2020;31702;62
2019;20736;62
2019;34715;62
2021;16184;62
2019;35124;62
2018;3597;62
2016;4095;62
2020;31845;62
2016;436;62
2023;0;62
2022;27;62
2020;19255;62
2021;14;62
2018;56;62
2022;0;62
2022;31;62
2018;22087;62
2018;1874;62
2023;0;62
2022;0;63
2021;37573;63
2021;44437;63
2023;928;63
2017;662;63
2022;7149;63
2017;12039;63
2020;32026;63
2011;215;63
2017;45381;63
2016;639;63
2016;27178;63
2022;10562;63
2022;55;63
2021;14457;63
2023;0;64
2022;2111;64
2022;7884;64
2022;6375;64
2016;81711;64
2023;0;64
2022;0;64
2012;175;64
2021;22437;64
2017;32007;64
2021;2817;64
2021;2984;64
2008;64689;64
2018;245;64
2023;1253;64
2019;29279;64
2021;182;64
2018;20546;64
2023;25;64
2018;23201;64
2013;64145;64
2022;86;64
1999;185;64
2015;5818;64
2018;34774;64
2018;34774;64
2013;13874;64
2014;269;64
2022;13813;64
2021;19123;64
2022;4905;64
1971;29;64
2023;0;65
2023;0;65
2023;0;65
2017;55255;65
2021;21;65
2023;2814;65
2007;119446;65
2022;0;65
2017;63903;65
2022;2636;65
1996;854;65
2004;229993;65
2012;96205;65
2018;61683;65
2022;19203;65
2001;81775;65
2017;59;65
2012;22635;65
2012;127896;65
2003;128413;65
2022;4586;65
2022;12992;65
2007;1675;65
2018;27066;65
2018;64;65
2022;12582;65
2006;147157;65
2018;50;65
2008;108133;65
2021;15231;65
2012;182061;65
2019;18001;65
2020;20478;65
2020;20478;65
2009;1386;65
1994;1815;65
2019;21407;65
2017;64;65
2022;804;65
2021;1571;65
2015;339;65
2019;16001;65
2022;58;65
2019;0;65
2019;0;65
2018;405;65
2022;63;65
2016;51725;65
2003;115;65
2003;115;65
1996;127372;65
2004;342175;65
2009;114;65
1961;70;65
2019;25621;66
2023;0;66
2019;62;66
2022;11145;66
2008;63981;66
2020;2349;66
2020;8767;66
2021;35252;66
2007;156589;66
2018;12419;66
2023;0;66
2020;21055;66
2021;18195;66
2022;0;67
2022;0;67
2019;14551;67
2021;425;67
2023;5093;67
2018;39731;67
2020;43641;67
2021;50641;67
2020;15615;67
2014;40614;67
2018;33257;67
2020;16529;67
2009;143825;67
2019;22888;67
2017;37885;67
2023;30;67
2023;0;68
2018;45587;68
2021;5988;68
2023;935;68
2012;48;68
2018;21843;68
2016;27312;68
2019;61651;68
2023;0;68
2003;190;68
2023;10033;68
2019;42021;68
2021;1875;68
2019;16214;68
2021;22187;68
2021;710;68
2020;25108;68
2022;27163;68
2019;42021;68
2019;28;69
2012;142;69
2023;0;69
2023;0;69
2002;26955;69
2019;27737;69
2020;43055;69
2017;17267;69
2013;133809;69
2003;184536;69
2020;37614;69
2012;46443;69
2010;180;69
2018;54882;69
2010;214487;69
2010;214487;69
